"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,12/26/21 1:35:26 PM,24.608,,,
2,12/26/21 1:35:31 PM,60.818,,,
3,12/26/21 1:35:36 PM,61.419,,,
4,12/26/21 1:35:41 PM,60.775,,,
5,12/26/21 1:35:46 PM,59.272,,,
6,12/26/21 1:35:51 PM,56.382,,,
7,12/26/21 1:35:56 PM,59.272,,,
8,12/26/21 1:36:01 PM,59.100,,,
9,12/26/21 1:36:06 PM,59.057,,,
10,12/26/21 1:36:11 PM,59.057,,,
11,12/26/21 1:36:16 PM,59.057,,,
12,12/26/21 1:36:21 PM,59.229,,,
13,12/26/21 1:36:26 PM,59.487,,,
14,12/26/21 1:36:31 PM,59.917,,,
15,12/26/21 1:36:36 PM,60.432,,,
16,12/26/21 1:36:41 PM,61.076,,,
17,12/26/21 1:36:46 PM,61.762,,,
18,12/26/21 1:36:51 PM,62.362,,,
19,12/26/21 1:36:56 PM,62.876,,,
20,12/26/21 1:37:01 PM,63.390,,,
21,12/26/21 1:37:06 PM,63.818,,,
22,12/26/21 1:37:11 PM,64.203,,,
23,12/26/21 1:37:16 PM,64.546,,,
24,12/26/21 1:37:21 PM,64.845,,,
25,12/26/21 1:37:26 PM,65.102,,,
26,12/26/21 1:37:31 PM,65.316,,,
27,12/26/21 1:37:36 PM,65.573,,,
28,12/26/21 1:37:41 PM,65.787,,,
29,12/26/21 1:37:46 PM,66.087,,,
30,12/26/21 1:37:51 PM,66.343,,,
31,12/26/21 1:37:56 PM,66.600,,,
32,12/26/21 1:38:01 PM,66.900,,,
33,12/26/21 1:38:06 PM,67.157,,,
34,12/26/21 1:38:11 PM,67.457,,,
35,12/26/21 1:38:16 PM,67.756,,,
36,12/26/21 1:38:21 PM,67.971,,,
37,12/26/21 1:38:26 PM,68.271,,,
38,12/26/21 1:38:31 PM,68.485,,,
39,12/26/21 1:38:36 PM,68.656,,,
40,12/26/21 1:38:41 PM,68.913,,,
41,12/26/21 1:38:46 PM,69.085,,,
42,12/26/21 1:38:51 PM,69.299,,,
43,12/26/21 1:38:56 PM,69.471,,,
44,12/26/21 1:39:01 PM,69.643,,,
45,12/26/21 1:39:06 PM,69.857,,,
46,12/26/21 1:39:11 PM,70.029,,,
47,12/26/21 1:39:16 PM,70.201,,,
48,12/26/21 1:39:21 PM,70.372,,,
49,12/26/21 1:39:26 PM,70.544,,,
50,12/26/21 1:39:31 PM,70.716,,,
51,12/26/21 1:39:36 PM,70.888,,,
52,12/26/21 1:39:41 PM,71.060,,,
53,12/26/21 1:39:46 PM,71.232,,,
54,12/26/21 1:39:51 PM,71.404,,,
55,12/26/21 1:39:56 PM,71.533,,,
56,12/26/21 1:40:01 PM,71.705,,,
57,12/26/21 1:40:06 PM,71.834,,,
58,12/26/21 1:40:11 PM,71.963,,,
59,12/26/21 1:40:16 PM,72.093,,,
60,12/26/21 1:40:21 PM,72.222,,,
61,12/26/21 1:40:26 PM,72.351,,,
62,12/26/21 1:40:31 PM,72.437,,,
63,12/26/21 1:40:36 PM,72.610,,,
64,12/26/21 1:40:41 PM,72.696,,,
65,12/26/21 1:40:46 PM,72.782,,,
66,12/26/21 1:40:51 PM,72.911,,,
67,12/26/21 1:40:56 PM,72.998,,,
68,12/26/21 1:41:01 PM,73.127,,,
69,12/26/21 1:41:06 PM,73.213,,,
70,12/26/21 1:41:11 PM,73.343,,,
71,12/26/21 1:41:16 PM,73.429,,,
72,12/26/21 1:41:21 PM,73.516,,,
73,12/26/21 1:41:26 PM,73.645,,,
74,12/26/21 1:41:31 PM,73.732,,,
75,12/26/21 1:41:36 PM,73.818,,,
76,12/26/21 1:41:41 PM,73.861,,,
77,12/26/21 1:41:46 PM,73.991,,,
78,12/26/21 1:41:51 PM,74.077,,,
79,12/26/21 1:41:56 PM,74.121,,,
80,12/26/21 1:42:01 PM,74.164,,,
81,12/26/21 1:42:06 PM,74.294,,,
82,12/26/21 1:42:11 PM,74.380,,,
83,12/26/21 1:42:16 PM,74.467,,,
84,12/26/21 1:42:21 PM,74.510,,,
85,12/26/21 1:42:26 PM,74.597,,,
86,12/26/21 1:42:31 PM,74.640,,,
87,12/26/21 1:42:36 PM,74.727,,,
88,12/26/21 1:42:41 PM,74.813,,,
