"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,12/26/21 1:04:32 PM,60.647,,,
2,12/26/21 1:04:37 PM,60.690,,,
3,12/26/21 1:04:42 PM,60.131,,,
4,12/26/21 1:04:47 PM,60.690,,,
5,12/26/21 1:04:52 PM,60.690,,,
6,12/26/21 1:04:57 PM,60.733,,,
7,12/26/21 1:05:02 PM,61.633,,,
8,12/26/21 1:05:07 PM,61.805,,,
9,12/26/21 1:05:12 PM,66.600,,,
10,12/26/21 1:05:17 PM,61.204,,,
11,12/26/21 1:05:22 PM,60.904,,,
12,12/26/21 1:05:27 PM,60.818,,,
13,12/26/21 1:05:32 PM,60.818,,,
14,12/26/21 1:05:37 PM,60.861,,,
15,12/26/21 1:05:42 PM,60.861,,,
16,12/26/21 1:05:47 PM,60.818,,,
17,12/26/21 1:05:52 PM,60.818,,,
18,12/26/21 1:05:57 PM,60.818,,,
19,12/26/21 1:06:02 PM,60.818,,,
20,12/26/21 1:06:07 PM,60.818,,,
21,12/26/21 1:06:12 PM,60.818,,,
22,12/26/21 1:06:17 PM,60.818,,,
23,12/26/21 1:06:22 PM,60.775,,,
24,12/26/21 1:06:27 PM,60.775,,,
25,12/26/21 1:06:32 PM,60.775,,,
26,12/26/21 1:06:37 PM,60.775,,,
27,12/26/21 1:06:42 PM,60.775,,,
28,12/26/21 1:06:47 PM,60.775,,,
29,12/26/21 1:06:52 PM,60.775,,,
30,12/26/21 1:06:57 PM,60.733,,,
31,12/26/21 1:07:02 PM,60.733,,,
32,12/26/21 1:07:07 PM,60.733,,,
33,12/26/21 1:07:12 PM,60.733,,,
34,12/26/21 1:07:17 PM,60.690,,,
35,12/26/21 1:07:22 PM,60.690,,,
36,12/26/21 1:07:27 PM,60.690,,,
37,12/26/21 1:07:32 PM,60.647,,,
38,12/26/21 1:07:37 PM,60.775,,,
39,12/26/21 1:07:42 PM,60.690,,,
40,12/26/21 1:07:47 PM,60.647,,,
41,12/26/21 1:07:52 PM,60.647,,,
42,12/26/21 1:07:57 PM,60.604,,,
43,12/26/21 1:08:02 PM,60.561,,,
44,12/26/21 1:08:07 PM,60.475,,,
45,12/26/21 1:08:12 PM,60.432,,,
46,12/26/21 1:08:17 PM,60.475,,,
47,12/26/21 1:08:22 PM,60.432,,,
48,12/26/21 1:08:27 PM,60.432,,,
49,12/26/21 1:08:32 PM,60.432,,,
50,12/26/21 1:08:37 PM,60.389,,,
51,12/26/21 1:08:42 PM,60.346,,,
52,12/26/21 1:08:47 PM,60.346,,,
53,12/26/21 1:08:52 PM,71.705,,,
54,12/26/21 1:08:57 PM,60.818,,,
55,12/26/21 1:09:02 PM,60.389,,,
56,12/26/21 1:09:07 PM,59.960,,,
57,12/26/21 1:09:12 PM,60.088,,,
58,12/26/21 1:09:17 PM,60.733,,,
59,12/26/21 1:09:22 PM,58.885,,,
60,12/26/21 1:09:27 PM,58.583,,,
61,12/26/21 1:09:32 PM,58.368,,,
62,12/26/21 1:09:37 PM,58.152,,,
63,12/26/21 1:09:42 PM,57.980,,,
64,12/26/21 1:09:47 PM,57.764,,,
65,12/26/21 1:09:52 PM,57.635,,,
66,12/26/21 1:09:57 PM,57.505,,,
67,12/26/21 1:10:02 PM,57.117,,,
68,12/26/21 1:10:07 PM,58.239,,,
69,12/26/21 1:10:12 PM,59.229,,,
70,12/26/21 1:10:17 PM,59.530,,,
71,12/26/21 1:10:22 PM,59.702,,,
72,12/26/21 1:10:27 PM,59.917,,,
73,12/26/21 1:10:32 PM,59.874,,,
74,12/26/21 1:10:37 PM,59.831,,,
75,12/26/21 1:10:42 PM,59.659,,,
76,12/26/21 1:10:47 PM,60.604,,,
77,12/26/21 1:10:52 PM,65.188,,,
78,12/26/21 1:10:57 PM,60.174,,,
79,12/26/21 1:11:02 PM,60.003,,,
80,12/26/21 1:11:07 PM,60.088,,,
