"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,12/27/21 2:52:35 PM,71.447,73.818,,,
2,12/27/21 2:52:40 PM,71.447,73.818,,,
3,12/27/21 2:52:45 PM,71.576,73.861,,,
4,12/27/21 2:52:50 PM,71.060,73.343,,,
5,12/27/21 2:52:55 PM,69.857,72.136,,,
6,12/27/21 2:53:00 PM,68.999,70.845,,,
7,12/27/21 2:53:05 PM,68.356,69.771,,,
8,12/27/21 2:53:10 PM,65.616,65.701,,,
9,12/27/21 2:53:15 PM,61.762,62.191,,,
10,12/27/21 2:53:20 PM,60.346,60.389,,,
11,12/27/21 2:53:25 PM,59.745,59.659,,,
12,12/27/21 2:53:30 PM,59.530,59.401,,,
13,12/27/21 2:53:35 PM,59.358,59.315,,,
14,12/27/21 2:53:40 PM,59.315,59.229,,,
15,12/27/21 2:53:45 PM,59.272,59.229,,,
16,12/27/21 2:53:50 PM,59.272,59.229,,,
17,12/27/21 2:53:55 PM,59.272,59.229,,,
18,12/27/21 2:54:00 PM,59.272,59.229,,,
19,12/27/21 2:54:05 PM,59.272,59.229,,,
20,12/27/21 2:54:10 PM,59.272,59.229,,,
21,12/27/21 2:54:15 PM,59.272,59.229,,,
22,12/27/21 2:54:20 PM,59.272,59.229,,,
23,12/27/21 2:54:25 PM,59.272,59.229,,,
24,12/27/21 2:54:30 PM,59.272,59.229,,,
25,12/27/21 2:54:35 PM,59.272,59.229,,,
26,12/27/21 2:54:40 PM,59.272,59.229,,,
27,12/27/21 2:54:45 PM,59.272,59.229,,,
28,12/27/21 2:54:50 PM,59.272,59.229,,,
29,12/27/21 2:54:55 PM,59.272,59.229,,,
30,12/27/21 2:55:00 PM,59.272,59.229,,,
31,12/27/21 2:55:05 PM,59.272,59.229,,,
32,12/27/21 2:55:10 PM,59.315,59.229,,,
33,12/27/21 2:55:15 PM,59.315,59.229,,,
34,12/27/21 2:55:20 PM,59.272,59.229,,,
35,12/27/21 2:55:25 PM,59.272,59.229,,,
36,12/27/21 2:55:30 PM,59.272,59.229,,,
37,12/27/21 2:55:35 PM,59.272,59.229,,,
38,12/27/21 2:55:40 PM,59.272,59.229,,,
39,12/27/21 2:55:45 PM,59.315,59.229,,,
40,12/27/21 2:55:50 PM,59.272,59.229,,,
41,12/27/21 2:55:55 PM,59.272,59.229,,,
42,12/27/21 2:56:00 PM,59.272,59.229,,,
