"Plot Title: Experiment "
"#","Time, GMT-07:00","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,4/13/22 4:00:00 AM,81.376,,,
2,4/13/22 4:00:30 AM,81.421,,,
3,4/13/22 4:01:00 AM,81.421,,,
4,4/13/22 4:01:30 AM,81.465,,,
5,4/13/22 4:02:00 AM,81.509,,,
6,4/13/22 4:02:30 AM,81.509,,,
7,4/13/22 4:03:00 AM,81.509,,,
8,4/13/22 4:03:30 AM,81.509,,,
9,4/13/22 4:04:00 AM,81.509,,,
10,4/13/22 4:04:30 AM,81.509,,,
11,4/13/22 4:05:00 AM,81.509,,,
12,4/13/22 4:05:30 AM,81.509,,,
13,4/13/22 4:06:00 AM,81.509,,,
14,4/13/22 4:06:30 AM,81.509,,,
15,4/13/22 4:07:00 AM,81.465,,,
16,4/13/22 4:07:30 AM,81.465,,,
17,4/13/22 4:08:00 AM,81.465,,,
18,4/13/22 4:08:30 AM,81.465,,,
19,4/13/22 4:09:00 AM,81.421,,,
20,4/13/22 4:09:30 AM,81.421,,,
21,4/13/22 4:10:00 AM,81.465,,,
22,4/13/22 4:10:30 AM,81.465,,,
23,4/13/22 4:11:00 AM,81.421,,,
24,4/13/22 4:11:30 AM,81.465,,,
25,4/13/22 4:12:00 AM,81.465,,,
26,4/13/22 4:12:30 AM,81.465,,,
27,4/13/22 4:13:00 AM,81.465,,,
28,4/13/22 4:13:30 AM,81.421,,,
29,4/13/22 4:14:00 AM,81.376,,,
30,4/13/22 4:14:30 AM,81.376,,,
31,4/13/22 4:15:00 AM,81.421,,,
32,4/13/22 4:15:30 AM,81.509,,,
33,4/13/22 4:16:00 AM,81.509,,,
34,4/13/22 4:16:30 AM,81.509,,,
35,4/13/22 4:17:00 AM,81.465,,,
36,4/13/22 4:17:30 AM,81.421,,,
37,4/13/22 4:18:00 AM,81.421,,,
38,4/13/22 4:18:30 AM,81.465,,,
39,4/13/22 4:19:00 AM,81.509,,,
40,4/13/22 4:19:30 AM,81.554,,,
41,4/13/22 4:20:00 AM,81.509,,,
42,4/13/22 4:20:30 AM,81.465,,,
43,4/13/22 4:21:00 AM,81.376,,,
44,4/13/22 4:21:30 AM,81.332,,,
45,4/13/22 4:22:00 AM,81.332,,,
46,4/13/22 4:22:30 AM,81.376,,,
47,4/13/22 4:23:00 AM,81.421,,,
48,4/13/22 4:23:30 AM,81.465,,,
49,4/13/22 4:24:00 AM,81.465,,,
50,4/13/22 4:24:30 AM,81.465,,,
51,4/13/22 4:25:00 AM,81.509,,,
52,4/13/22 4:25:30 AM,81.554,,,
53,4/13/22 4:26:00 AM,81.554,,,
54,4/13/22 4:26:30 AM,81.554,,,
55,4/13/22 4:27:00 AM,81.554,,,
56,4/13/22 4:27:30 AM,81.554,,,
57,4/13/22 4:28:00 AM,81.509,,,
58,4/13/22 4:28:30 AM,81.509,,,
59,4/13/22 4:29:00 AM,81.509,,,
60,4/13/22 4:29:30 AM,81.509,,,
61,4/13/22 4:30:00 AM,81.509,,,
62,4/13/22 4:30:30 AM,81.509,,,
63,4/13/22 4:31:00 AM,81.509,,,
64,4/13/22 4:31:30 AM,81.509,,,
65,4/13/22 4:32:00 AM,81.509,,,
66,4/13/22 4:32:30 AM,81.509,,,
67,4/13/22 4:33:00 AM,81.509,,,
68,4/13/22 4:33:30 AM,81.509,,,
69,4/13/22 4:34:00 AM,81.465,,,
70,4/13/22 4:34:30 AM,81.465,,,
71,4/13/22 4:35:00 AM,81.509,,,
72,4/13/22 4:35:30 AM,81.509,,,
73,4/13/22 4:36:00 AM,81.465,,,
74,4/13/22 4:36:30 AM,81.465,,,
75,4/13/22 4:37:00 AM,81.465,,,
76,4/13/22 4:37:30 AM,81.465,,,
77,4/13/22 4:38:00 AM,81.465,,,
78,4/13/22 4:38:30 AM,81.465,,,
79,4/13/22 4:39:00 AM,81.465,,,
80,4/13/22 4:39:30 AM,81.465,,,
81,4/13/22 4:40:00 AM,81.465,,,
82,4/13/22 4:40:30 AM,81.465,,,
83,4/13/22 4:41:00 AM,81.465,,,
84,4/13/22 4:41:30 AM,81.465,,,
85,4/13/22 4:42:00 AM,81.465,,,
86,4/13/22 4:42:30 AM,81.421,,,
87,4/13/22 4:43:00 AM,81.465,,,
88,4/13/22 4:43:30 AM,81.465,,,
89,4/13/22 4:44:00 AM,81.465,,,
90,4/13/22 4:44:30 AM,81.465,,,
91,4/13/22 4:45:00 AM,81.465,,,
92,4/13/22 4:45:30 AM,81.509,,,
93,4/13/22 4:46:00 AM,81.465,,,
94,4/13/22 4:46:30 AM,81.465,,,
95,4/13/22 4:47:00 AM,81.465,,,
96,4/13/22 4:47:30 AM,81.465,,,
97,4/13/22 4:48:00 AM,81.465,,,
98,4/13/22 4:48:30 AM,81.421,,,
99,4/13/22 4:49:00 AM,81.421,,,
100,4/13/22 4:49:30 AM,81.465,,,
101,4/13/22 4:50:00 AM,81.421,,,
102,4/13/22 4:50:30 AM,81.421,,,
103,4/13/22 4:51:00 AM,81.421,,,
104,4/13/22 4:51:30 AM,81.465,,,
105,4/13/22 4:52:00 AM,81.465,,,
106,4/13/22 4:52:30 AM,81.421,,,
107,4/13/22 4:53:00 AM,81.465,,,
108,4/13/22 4:53:30 AM,81.465,,,
109,4/13/22 4:54:00 AM,81.465,,,
110,4/13/22 4:54:30 AM,81.421,,,
