"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,2/12/22 2:01:05 PM,63.304,62.705,,,
2,2/12/22 2:01:35 PM,63.005,62.790,,,
3,2/12/22 2:02:05 PM,62.790,62.919,,,
4,2/12/22 2:02:35 PM,62.576,62.962,,,
5,2/12/22 2:03:05 PM,62.405,63.005,,,
6,2/12/22 2:03:35 PM,62.233,63.005,,,
7,2/12/22 2:04:05 PM,62.105,62.962,,,
8,2/12/22 2:04:35 PM,61.976,62.962,,,
9,2/12/22 2:05:05 PM,62.019,62.962,,,
10,2/12/22 2:05:35 PM,62.019,62.962,,,
11,2/12/22 2:06:05 PM,61.933,62.876,,,
12,2/12/22 2:06:35 PM,61.848,62.833,,,
13,2/12/22 2:07:05 PM,61.805,62.833,,,
14,2/12/22 2:07:35 PM,61.762,62.790,,,
15,2/12/22 2:08:05 PM,61.676,62.748,,,
16,2/12/22 2:08:35 PM,61.633,62.662,,,
17,2/12/22 2:09:05 PM,61.590,62.705,,,
18,2/12/22 2:09:35 PM,61.548,62.748,,,
19,2/12/22 2:10:05 PM,61.548,62.662,,,
20,2/12/22 2:10:35 PM,61.548,62.662,,,
21,2/12/22 2:11:05 PM,61.505,62.662,,,
22,2/12/22 2:11:35 PM,61.548,62.576,,,
23,2/12/22 2:12:05 PM,61.548,62.576,,,
24,2/12/22 2:12:35 PM,61.891,62.576,,,
25,2/12/22 2:13:05 PM,62.233,62.448,,,
26,2/12/22 2:13:35 PM,62.319,62.491,,,
27,2/12/22 2:14:05 PM,62.319,62.405,,,
28,2/12/22 2:14:35 PM,62.276,62.276,,,
29,2/12/22 2:15:05 PM,62.276,62.105,,,
30,2/12/22 2:15:35 PM,62.233,61.976,,,
31,2/12/22 2:16:05 PM,62.233,61.891,,,
32,2/12/22 2:16:35 PM,62.191,61.848,,,
33,2/12/22 2:17:05 PM,62.148,61.762,,,
34,2/12/22 2:17:35 PM,62.062,61.719,,,
35,2/12/22 2:18:05 PM,62.019,61.633,,,
36,2/12/22 2:18:35 PM,62.019,61.548,,,
37,2/12/22 2:19:05 PM,62.062,61.505,,,
38,2/12/22 2:19:35 PM,62.105,61.462,,,
39,2/12/22 2:20:05 PM,62.105,61.419,,,
40,2/12/22 2:20:35 PM,62.105,61.376,,,
41,2/12/22 2:21:05 PM,62.105,61.333,,,
42,2/12/22 2:21:35 PM,62.105,61.333,,,
43,2/12/22 2:22:05 PM,62.062,61.290,,,
44,2/12/22 2:22:35 PM,61.976,61.290,,,
45,2/12/22 2:23:05 PM,61.933,61.247,,,
46,2/12/22 2:23:35 PM,61.891,61.247,,,
47,2/12/22 2:24:05 PM,61.933,61.247,,,
48,2/12/22 2:24:35 PM,61.848,61.204,,,
49,2/12/22 2:25:05 PM,61.848,61.204,,,
50,2/12/22 2:25:35 PM,61.805,61.162,,,
51,2/12/22 2:26:05 PM,61.805,61.119,,,
52,2/12/22 2:26:35 PM,61.848,61.119,,,
53,2/12/22 2:27:05 PM,61.891,61.119,,,
54,2/12/22 2:27:35 PM,61.933,61.119,,,
55,2/12/22 2:28:05 PM,61.976,61.119,,,
56,2/12/22 2:28:35 PM,62.019,61.119,,,
57,2/12/22 2:29:05 PM,62.019,61.119,,,
58,2/12/22 2:29:35 PM,62.062,61.162,,,
59,2/12/22 2:30:05 PM,62.105,61.204,,,
60,2/12/22 2:30:35 PM,62.191,61.204,,,
61,2/12/22 2:31:05 PM,62.191,61.204,,,
62,2/12/22 2:31:35 PM,62.191,61.204,,,
63,2/12/22 2:32:05 PM,62.148,61.162,,,
64,2/12/22 2:32:35 PM,62.233,61.119,,,
65,2/12/22 2:33:05 PM,62.148,61.076,,,
66,2/12/22 2:33:35 PM,62.105,61.076,,,
67,2/12/22 2:34:05 PM,62.019,61.076,,,
68,2/12/22 2:34:35 PM,61.933,61.076,,,
69,2/12/22 2:35:05 PM,61.805,61.076,,,
70,2/12/22 2:35:35 PM,61.848,61.033,,,
71,2/12/22 2:36:05 PM,61.848,61.033,,,
72,2/12/22 2:36:35 PM,61.848,61.033,,,
73,2/12/22 2:37:05 PM,61.891,61.076,,,
74,2/12/22 2:37:35 PM,61.976,61.033,,,
75,2/12/22 2:38:05 PM,61.976,61.076,,,
76,2/12/22 2:38:35 PM,62.062,61.119,,,
77,2/12/22 2:39:05 PM,62.062,61.119,,,
78,2/12/22 2:39:35 PM,62.062,61.162,,,
79,2/12/22 2:40:05 PM,62.019,61.162,,,
80,2/12/22 2:40:35 PM,62.062,61.162,,,
81,2/12/22 2:41:05 PM,62.105,61.204,,,
82,2/12/22 2:41:35 PM,62.105,61.204,,,
83,2/12/22 2:42:05 PM,62.062,61.162,,,
84,2/12/22 2:42:35 PM,62.062,61.119,,,
85,2/12/22 2:43:05 PM,61.933,61.119,,,
86,2/12/22 2:43:35 PM,61.933,61.119,,,
87,2/12/22 2:44:05 PM,61.805,61.076,,,
