"Plot Title: Experiment "
"#","Time, GMT-07:00","Temp, ¡ÆF","Button Down","Button Up","Host Connected","Stopped","End Of File"
1,4/17/22 6:10:55 PM,62.491,,,,,
2,4/17/22 6:11:25 PM,62.319,,,,,
3,4/17/22 6:11:55 PM,62.148,,,,,
4,4/17/22 6:12:25 PM,61.976,,,,,
5,4/17/22 6:12:55 PM,61.848,,,,,
6,4/17/22 6:13:25 PM,61.676,,,,,
7,4/17/22 6:13:55 PM,61.676,,,,,
8,4/17/22 6:14:25 PM,61.633,,,,,
9,4/17/22 6:14:55 PM,61.633,,,,,
10,4/17/22 6:15:25 PM,61.590,,,,,
11,4/17/22 6:15:55 PM,61.590,,,,,
12,4/17/22 6:16:25 PM,61.548,,,,,
13,4/17/22 6:16:55 PM,61.548,,,,,
14,4/17/22 6:17:25 PM,61.548,,,,,
15,4/17/22 6:17:55 PM,61.590,,,,,
16,4/17/22 6:18:25 PM,61.676,,,,,
17,4/17/22 6:18:55 PM,61.719,,,,,
18,4/17/22 6:19:25 PM,61.805,,,,,
19,4/17/22 6:19:55 PM,61.891,,,,,
20,4/17/22 6:20:25 PM,62.062,,,,,
21,4/17/22 6:20:55 PM,61.976,,,,,
22,4/17/22 6:21:25 PM,61.933,,,,,
23,4/17/22 6:21:55 PM,61.891,,,,,
24,4/17/22 6:22:25 PM,61.891,,,,,
25,4/17/22 6:22:55 PM,61.848,,,,,
26,4/17/22 6:23:25 PM,61.848,,,,,
27,4/17/22 6:23:55 PM,61.933,,,,,
28,4/17/22 6:24:25 PM,61.976,,,,,
29,4/17/22 6:24:55 PM,61.976,,,,,
30,4/17/22 6:25:25 PM,61.891,,,,,
31,4/17/22 6:25:55 PM,61.848,,,,,
32,4/17/22 6:26:25 PM,61.891,,,,,
33,4/17/22 6:26:55 PM,61.848,,,,,
34,4/17/22 6:27:25 PM,61.805,,,,,
35,4/17/22 6:27:55 PM,61.762,,,,,
36,4/17/22 6:28:25 PM,61.762,,,,,
37,4/17/22 6:28:55 PM,61.762,,,,,
38,4/17/22 6:29:25 PM,61.805,,,,,
39,4/17/22 6:29:55 PM,61.848,,,,,
40,4/17/22 6:30:25 PM,61.933,,,,,
41,4/17/22 6:30:55 PM,62.019,,,,,
42,4/17/22 6:31:25 PM,61.976,,,,,
43,4/17/22 6:31:55 PM,61.805,,,,,
44,4/17/22 6:32:25 PM,61.805,,,,,
45,4/17/22 6:32:55 PM,61.848,,,,,
46,4/17/22 6:33:25 PM,61.848,,,,,
47,4/17/22 6:33:55 PM,61.891,,,,,
48,4/17/22 6:34:25 PM,61.805,,,,,
49,4/17/22 6:34:55 PM,61.891,,,,,
50,4/17/22 6:35:25 PM,61.848,,,,,
51,4/17/22 6:35:55 PM,61.891,,,,,
52,4/17/22 6:36:25 PM,61.933,,,,,
53,4/17/22 6:36:55 PM,61.891,,,,,
54,4/17/22 6:37:25 PM,61.848,,,,,
55,4/17/22 6:37:55 PM,61.805,,,,,
56,4/17/22 6:38:25 PM,61.762,,,,,
57,4/17/22 6:38:55 PM,61.719,,,,,
58,4/17/22 6:39:25 PM,61.676,,,,,
59,4/17/22 6:39:55 PM,61.633,,,,,
60,4/17/22 6:40:25 PM,61.633,,,,,
61,4/17/22 6:40:55 PM,61.590,,,,,
62,4/17/22 6:41:25 PM,61.590,,,,,
63,4/17/22 6:41:55 PM,61.505,,,,,
64,4/17/22 6:42:25 PM,61.462,,,,,
65,4/17/22 6:42:55 PM,61.462,,,,,
66,4/17/22 6:43:25 PM,61.462,,,,,
67,4/17/22 6:43:55 PM,61.462,,,,,
68,4/17/22 6:44:25 PM,61.333,,,,,
69,4/17/22 6:44:55 PM,61.333,,,,,
70,4/17/22 6:45:25 PM,61.333,,,,,
71,4/17/22 6:45:55 PM,61.419,,,,,
72,4/17/22 6:46:25 PM,61.419,,,,,
73,4/17/22 6:46:55 PM,61.290,,,,,
74,4/17/22 6:47:25 PM,61.376,,,,,
75,4/17/22 6:47:55 PM,61.419,,,,,
76,4/17/22 6:48:25 PM,61.376,,,,,
77,4/17/22 6:48:55 PM,61.376,,,,,
78,4/17/22 6:49:25 PM,61.419,,,,,
79,4/17/22 6:49:55 PM,61.462,,,,,
80,4/17/22 6:50:25 PM,61.462,,,,,
81,4/17/22 6:50:55 PM,61.505,,,,,
82,4/17/22 6:51:25 PM,61.505,,,,,
83,4/17/22 6:51:55 PM,61.590,,,,,
84,4/17/22 6:52:25 PM,61.590,,,,,
85,4/17/22 6:52:55 PM,61.633,,,,,
86,4/17/22 6:53:25 PM,61.633,,,,,
87,4/17/22 6:53:55 PM,61.548,,,,,
88,4/17/22 6:54:25 PM,61.505,,,,,
89,4/17/22 6:54:55 PM,61.548,,,,,
90,4/17/22 6:55:25 PM,61.505,,,,,
91,4/17/22 6:55:55 PM,61.590,,,,,
92,4/17/22 6:56:25 PM,61.633,,,,,
93,4/17/22 6:56:55 PM,61.633,,,,,
94,4/17/22 6:57:25 PM,61.590,,,,,
95,4/17/22 6:57:55 PM,61.590,,,,,
96,4/17/22 6:58:25 PM,61.633,,,,,
97,4/17/22 6:58:55 PM,61.762,,,,,
98,4/17/22 6:59:25 PM,61.805,,,,,
99,4/17/22 6:59:55 PM,61.805,,,,,
100,4/17/22 7:00:25 PM,61.848,,,,,
101,4/17/22 7:00:55 PM,61.933,,,,,
102,4/17/22 7:01:25 PM,61.891,,,,,
103,4/17/22 7:01:55 PM,61.933,,,,,
104,4/17/22 7:02:25 PM,61.891,,,,,
105,4/17/22 7:02:55 PM,61.805,,,,,
106,4/17/22 7:03:25 PM,61.719,,,,,
107,4/17/22 7:03:55 PM,61.633,,,,,
108,4/17/22 7:04:25 PM,61.719,,,,,
109,4/17/22 7:04:55 PM,61.719,,,,,
110,4/17/22 7:05:25 PM,61.719,,,,,
111,4/17/22 7:05:55 PM,61.719,,,,,
112,4/17/22 7:06:25 PM,61.633,,,,,
113,4/17/22 7:06:55 PM,61.590,,,,,
114,4/17/22 7:07:25 PM,61.633,,,,,
115,4/17/22 7:07:55 PM,61.719,,,,,
116,4/17/22 7:08:25 PM,61.805,,,,,
117,4/17/22 7:08:55 PM,62.019,,,,,
118,4/17/22 7:09:25 PM,61.976,,,,,
119,4/17/22 7:09:55 PM,61.848,,,,,
120,4/17/22 7:10:25 PM,61.762,,,,,
121,4/17/22 7:10:55 PM,61.805,,,,,
122,4/17/22 7:11:25 PM,61.891,,,,,
123,4/17/22 7:11:55 PM,61.976,,,,,
124,4/17/22 7:12:25 PM,61.891,,,,,
125,4/17/22 7:12:55 PM,61.848,,,,,
126,4/17/22 7:13:25 PM,61.848,,,,,
127,4/17/22 7:13:55 PM,61.848,,,,,
128,4/17/22 7:14:25 PM,61.805,,,,,
129,4/17/22 7:14:55 PM,61.676,,,,,
130,4/17/22 7:15:25 PM,61.676,,,,,
131,4/17/22 7:15:55 PM,61.676,,,,,
132,4/17/22 7:16:25 PM,61.548,,,,,
133,4/17/22 7:16:55 PM,61.505,,,,,
134,4/17/22 7:17:25 PM,61.462,,,,,
135,4/17/22 7:17:55 PM,61.376,,,,,
136,4/17/22 7:18:25 PM,61.419,,,,,
137,4/17/22 7:18:55 PM,61.419,,,,,
138,4/17/22 7:19:25 PM,61.419,,,,,
139,4/17/22 7:19:55 PM,61.290,,,,,
140,4/17/22 7:20:25 PM,61.290,,,,,
141,4/17/22 7:20:55 PM,61.290,,,,,
142,4/17/22 7:21:25 PM,61.290,,,,,
143,4/17/22 7:21:55 PM,61.290,,,,,
144,4/17/22 7:22:25 PM,61.247,,,,,
145,4/17/22 7:22:55 PM,61.290,,,,,
146,4/17/22 7:23:25 PM,61.290,,,,,
147,4/17/22 7:23:55 PM,61.204,,,,,
148,4/17/22 7:24:25 PM,61.204,,,,,
149,4/17/22 7:24:55 PM,61.247,,,,,
150,4/17/22 7:25:25 PM,61.290,,,,,
151,4/17/22 7:25:55 PM,61.247,,,,,
152,4/17/22 7:26:25 PM,61.247,,,,,
153,4/17/22 7:26:55 PM,61.247,,,,,
154,4/17/22 7:27:25 PM,61.247,,,,,
155,4/17/22 7:27:55 PM,61.247,,,,,
156,4/17/22 7:28:25 PM,61.290,,,,,
157,4/17/22 7:28:55 PM,61.290,,,,,
158,4/17/22 7:29:25 PM,61.290,,,,,
159,4/17/22 7:29:55 PM,61.290,,,,,
160,4/17/22 7:30:25 PM,61.162,,,,,
161,4/17/22 7:30:55 PM,61.162,,,,,
162,4/17/22 7:31:25 PM,61.162,,,,,
163,4/17/22 7:31:55 PM,61.247,,,,,
164,4/17/22 7:32:25 PM,61.290,,,,,
165,4/17/22 7:32:55 PM,61.333,,,,,
166,4/17/22 7:33:25 PM,61.419,,,,,
167,4/17/22 7:33:55 PM,61.462,,,,,
168,4/17/22 7:34:25 PM,61.505,,,,,
169,4/17/22 7:34:55 PM,61.462,,,,,
170,4/17/22 7:35:25 PM,61.462,,,,,
171,4/17/22 7:35:55 PM,61.462,,,,,
172,4/17/22 7:36:25 PM,61.462,,,,,
173,4/17/22 7:36:55 PM,61.462,,,,,
174,4/17/22 7:37:25 PM,61.462,,,,,
175,4/17/22 7:37:55 PM,61.505,,,,,
176,4/17/22 7:38:25 PM,61.590,,,,,
177,4/17/22 7:38:55 PM,61.590,,,,,
178,4/17/22 7:39:25 PM,61.505,,,,,
179,4/17/22 7:39:55 PM,61.505,,,,,
180,4/17/22 7:40:25 PM,61.462,,,,,
181,4/17/22 7:40:55 PM,61.333,,,,,
182,4/17/22 7:41:25 PM,61.333,,,,,
183,4/17/22 7:41:55 PM,61.290,,,,,
184,4/17/22 7:42:25 PM,61.376,,,,,
185,4/17/22 7:42:55 PM,61.376,,,,,
186,4/17/22 7:43:25 PM,61.419,,,,,
187,4/17/22 7:43:55 PM,61.505,,,,,
188,4/17/22 7:44:25 PM,61.590,,,,,
189,4/17/22 7:44:55 PM,61.590,,,,,
190,4/17/22 7:45:25 PM,61.590,,,,,
191,4/17/22 7:45:55 PM,61.590,,,,,
192,4/17/22 7:46:25 PM,61.633,,,,,
193,4/17/22 7:46:55 PM,61.590,,,,,
194,4/17/22 7:47:25 PM,61.590,,,,,
195,4/17/22 7:47:55 PM,61.590,,,,,
196,4/17/22 7:48:25 PM,61.548,,,,,
197,4/17/22 7:48:55 PM,61.505,,,,,
198,4/17/22 7:49:25 PM,61.505,,,,,
199,4/17/22 7:49:55 PM,61.505,,,,,
200,4/17/22 7:50:25 PM,61.462,,,,,
201,4/17/22 7:50:55 PM,61.419,,,,,
202,4/17/22 7:51:25 PM,61.462,,,,,
203,4/17/22 7:51:55 PM,61.419,,,,,
204,4/17/22 7:52:25 PM,61.376,,,,,
205,4/17/22 7:52:55 PM,61.333,,,,,
206,4/17/22 7:53:25 PM,61.376,,,,,
207,4/17/22 7:53:55 PM,61.333,,,,,
208,4/17/22 7:54:25 PM,61.333,,,,,
209,4/17/22 7:54:55 PM,61.333,,,,,
210,4/17/22 7:55:25 PM,61.333,,,,,
211,4/17/22 7:55:55 PM,61.290,,,,,
212,4/17/22 7:56:25 PM,61.290,,,,,
213,4/17/22 7:56:55 PM,61.290,,,,,
214,4/17/22 7:57:25 PM,61.290,,,,,
215,4/17/22 7:57:55 PM,61.247,,,,,
216,4/17/22 7:58:25 PM,61.290,,,,,
217,4/17/22 7:58:55 PM,61.204,,,,,
218,4/17/22 7:59:25 PM,61.247,,,,,
219,4/17/22 7:59:55 PM,61.290,,,,,
220,4/17/22 8:00:25 PM,61.290,,,,,
221,4/17/22 8:00:55 PM,61.290,,,,,
222,4/17/22 8:01:25 PM,61.247,,,,,
223,4/17/22 8:01:55 PM,61.162,,,,,
224,4/17/22 8:02:25 PM,61.290,,,,,
225,4/17/22 8:02:55 PM,61.333,,,,,
226,4/17/22 8:03:25 PM,61.462,,,,,
227,4/17/22 8:03:55 PM,61.462,,,,,
228,4/17/22 8:04:25 PM,61.419,,,,,
229,4/17/22 8:04:55 PM,61.505,,,,,
230,4/17/22 8:05:25 PM,61.505,,,,,
231,4/17/22 8:05:55 PM,61.462,,,,,
232,4/17/22 8:06:25 PM,61.419,,,,,
233,4/17/22 8:06:55 PM,61.419,,,,,
234,4/17/22 8:07:25 PM,61.376,,,,,
235,4/17/22 8:07:55 PM,61.333,,,,,
236,4/17/22 8:08:25 PM,61.333,,,,,
237,4/17/22 8:08:55 PM,61.290,,,,,
238,4/17/22 8:09:25 PM,61.247,,,,,
239,4/17/22 8:09:55 PM,61.204,,,,,
240,4/17/22 8:10:25 PM,61.204,,,,,
241,4/17/22 8:10:55 PM,61.204,,,,,
242,4/17/22 8:11:25 PM,61.162,,,,,
243,4/17/22 8:11:55 PM,61.162,,,,,
244,4/17/22 8:12:25 PM,61.162,,,,,
245,4/17/22 8:12:55 PM,61.162,,,,,
246,4/17/22 8:13:25 PM,61.162,,,,,
247,4/17/22 8:13:55 PM,61.162,,,,,
248,4/17/22 8:14:25 PM,61.162,,,,,
249,4/17/22 8:14:55 PM,61.162,,,,,
250,4/17/22 8:15:25 PM,61.162,,,,,
251,4/17/22 8:15:55 PM,61.162,,,,,
252,4/17/22 8:16:25 PM,61.204,,,,,
253,4/17/22 8:16:55 PM,61.204,,,,,
254,4/17/22 8:17:25 PM,61.162,,,,,
255,4/17/22 8:17:55 PM,61.119,,,,,
256,4/17/22 8:18:25 PM,61.119,,,,,
257,4/17/22 8:18:55 PM,61.076,,,,,
258,4/17/22 8:19:25 PM,60.990,,,,,
259,4/17/22 8:19:55 PM,60.904,,,,,
260,4/17/22 8:20:25 PM,60.904,,,,,
261,4/17/22 8:20:55 PM,60.861,,,,,
262,4/17/22 8:21:25 PM,60.818,,,,,
263,4/17/22 8:21:55 PM,60.818,,,,,
264,4/17/22 8:22:25 PM,60.818,,,,,
265,4/17/22 8:22:55 PM,60.818,,,,,
266,4/17/22 8:23:25 PM,60.818,,,,,
267,4/17/22 8:23:55 PM,60.818,,,,,
268,4/17/22 8:24:25 PM,60.818,,,,,
269,4/17/22 8:24:55 PM,60.818,,,,,
270,4/17/22 8:25:25 PM,60.818,,,,,
271,4/17/22 8:25:55 PM,60.818,,,,,
272,4/17/22 8:26:25 PM,60.775,,,,,
273,4/17/22 8:26:55 PM,60.775,,,,,
274,4/17/22 8:27:25 PM,60.733,,,,,
275,4/17/22 8:27:55 PM,60.733,,,,,
276,4/17/22 8:28:25 PM,60.733,,,,,
277,4/17/22 8:28:55 PM,60.647,,,,,
278,4/17/22 8:29:25 PM,60.647,,,,,
279,4/17/22 8:29:55 PM,60.561,,,,,
280,4/17/22 8:30:25 PM,60.518,,,,,
281,4/17/22 8:30:55 PM,60.561,,,,,
282,4/17/22 8:31:25 PM,60.604,,,,,
283,4/17/22 8:31:55 PM,60.690,,,,,
284,4/17/22 8:32:25 PM,60.733,,,,,
285,4/17/22 8:32:55 PM,60.775,,,,,
286,4/17/22 8:33:25 PM,60.775,,,,,
287,4/17/22 8:33:55 PM,60.775,,,,,
288,4/17/22 8:34:25 PM,60.818,,,,,
289,4/17/22 8:34:55 PM,60.818,,,,,
290,4/17/22 8:35:25 PM,60.818,,,,,
291,4/17/22 8:35:55 PM,60.861,,,,,
292,4/17/22 8:36:25 PM,60.818,,,,,
293,4/17/22 8:36:55 PM,60.861,,,,,
294,4/17/22 8:37:25 PM,60.861,,,,,
295,4/17/22 8:37:55 PM,60.818,,,,,
296,4/17/22 8:38:25 PM,60.818,,,,,
297,4/17/22 8:38:55 PM,60.818,,,,,
298,4/17/22 8:39:25 PM,60.904,,,,,
299,4/17/22 8:39:55 PM,60.818,,,,,
300,4/17/22 8:40:25 PM,60.861,,,,,
301,4/17/22 8:40:55 PM,60.904,,,,,
302,4/17/22 8:41:25 PM,60.990,,,,,
303,4/17/22 8:41:55 PM,60.990,,,,,
304,4/17/22 8:42:25 PM,60.990,,,,,
305,4/17/22 8:42:55 PM,60.990,,,,,
306,4/17/22 8:43:25 PM,60.947,,,,,
307,4/17/22 8:43:55 PM,60.947,,,,,
308,4/17/22 8:44:25 PM,60.990,,,,,
309,4/17/22 8:44:55 PM,60.990,,,,,
310,4/17/22 8:45:25 PM,60.990,,,,,
311,4/17/22 8:45:55 PM,60.990,,,,,
312,4/17/22 8:46:25 PM,60.947,,,,,
313,4/17/22 8:46:55 PM,60.904,,,,,
314,4/17/22 8:47:25 PM,60.818,,,,,
315,4/17/22 8:47:55 PM,60.818,,,,,
316,4/17/22 8:48:25 PM,60.775,,,,,
317,4/17/22 8:48:55 PM,60.647,,,,,
318,4/17/22 8:49:25 PM,60.690,,,,,
319,4/17/22 8:49:55 PM,60.604,,,,,
320,4/17/22 8:50:25 PM,60.733,,,,,
321,4/17/22 8:50:55 PM,60.775,,,,,
322,4/17/22 8:51:25 PM,60.775,,,,,
323,4/17/22 8:51:55 PM,60.775,,,,,
324,4/17/22 8:52:25 PM,60.861,,,,,
325,4/17/22 8:52:55 PM,60.990,,,,,
326,4/17/22 8:53:25 PM,61.119,,,,,
327,4/17/22 8:53:55 PM,61.162,,,,,
328,4/17/22 8:54:25 PM,61.162,,,,,
329,4/17/22 8:54:55 PM,61.076,,,,,
330,4/17/22 8:55:25 PM,61.076,,,,,
331,4/17/22 8:55:55 PM,61.033,,,,,
332,4/17/22 8:56:25 PM,61.033,,,,,
333,4/17/22 8:56:44 PM,,Logged,,,,
334,4/17/22 8:56:45 PM,,,Logged,,,
335,4/17/22 8:56:55 PM,61.162,,,,,
336,4/17/22 8:57:25 PM,61.204,,,,,
337,4/17/22 8:57:55 PM,61.119,,,,,
338,4/17/22 8:58:25 PM,60.904,,,,,
339,4/17/22 8:58:55 PM,60.690,,,,,
340,4/17/22 8:59:25 PM,60.432,,,,,
341,4/17/22 8:59:55 PM,60.346,,,,,
342,4/17/22 9:00:25 PM,60.217,,,,,
343,4/17/22 9:00:55 PM,60.088,,,,,
344,4/17/22 9:01:25 PM,59.960,,,,,
345,4/17/22 9:01:55 PM,60.045,,,,,
346,4/17/22 9:02:25 PM,60.131,,,,,
347,4/17/22 9:02:55 PM,60.260,,,,,
348,4/17/22 9:03:25 PM,60.346,,,,,
349,4/17/22 9:03:55 PM,60.389,,,,,
350,4/17/22 9:04:25 PM,60.432,,,,,
351,4/17/22 9:04:55 PM,60.475,,,,,
352,4/17/22 9:05:25 PM,60.475,,,,,
353,4/17/22 9:05:55 PM,60.432,,,,,
354,4/17/22 9:06:25 PM,60.432,,,,,
355,4/17/22 9:06:55 PM,60.432,,,,,
356,4/17/22 9:07:25 PM,60.432,,,,,
357,4/17/22 9:07:55 PM,60.432,,,,,
358,4/17/22 9:08:25 PM,60.432,,,,,
359,4/17/22 9:08:55 PM,60.389,,,,,
360,4/17/22 9:09:25 PM,60.303,,,,,
361,4/17/22 9:09:55 PM,60.217,,,,,
362,4/17/22 9:10:25 PM,60.088,,,,,
363,4/17/22 9:10:55 PM,60.045,,,,,
364,4/17/22 9:11:25 PM,60.003,,,,,
365,4/17/22 9:11:55 PM,60.045,,,,,
366,4/17/22 9:12:25 PM,60.131,,,,,
367,4/17/22 9:12:55 PM,60.260,,,,,
368,4/17/22 9:13:25 PM,60.303,,,,,
369,4/17/22 9:13:55 PM,60.432,,,,,
370,4/17/22 9:14:25 PM,60.432,,,,,
371,4/17/22 9:14:55 PM,60.475,,,,,
372,4/17/22 9:15:25 PM,60.432,,,,,
373,4/17/22 9:15:55 PM,60.432,,,,,
374,4/17/22 9:16:25 PM,60.432,,,,,
375,4/17/22 9:16:55 PM,60.432,,,,,
376,4/17/22 9:17:25 PM,60.432,,,,,
377,4/17/22 9:17:55 PM,60.432,,,,,
378,4/17/22 9:18:25 PM,60.389,,,,,
379,4/17/22 9:18:55 PM,60.346,,,,,
380,4/17/22 9:19:25 PM,60.260,,,,,
381,4/17/22 9:19:55 PM,60.217,,,,,
382,4/17/22 9:20:25 PM,60.131,,,,,
383,4/17/22 9:20:55 PM,60.045,,,,,
384,4/17/22 9:21:25 PM,60.003,,,,,
385,4/17/22 9:21:55 PM,59.917,,,,,
386,4/17/22 9:22:25 PM,59.874,,,,,
387,4/17/22 9:22:55 PM,59.831,,,,,
388,4/17/22 9:23:25 PM,59.788,,,,,
389,4/17/22 9:23:55 PM,59.788,,,,,
390,4/17/22 9:24:25 PM,59.745,,,,,
391,4/17/22 9:24:55 PM,59.745,,,,,
392,4/17/22 9:25:25 PM,59.745,,,,,
393,4/17/22 9:25:55 PM,59.702,,,,,
394,4/17/22 9:26:25 PM,59.702,,,,,
395,4/17/22 9:26:55 PM,59.745,,,,,
396,4/17/22 9:27:25 PM,59.874,,,,,
397,4/17/22 9:27:55 PM,59.960,,,,,
398,4/17/22 9:28:25 PM,60.045,,,,,
399,4/17/22 9:28:55 PM,60.174,,,,,
400,4/17/22 9:29:25 PM,60.303,,,,,
401,4/17/22 9:29:55 PM,60.389,,,,,
402,4/17/22 9:30:25 PM,60.432,,,,,
403,4/17/22 9:30:55 PM,60.475,,,,,
404,4/17/22 9:31:25 PM,60.561,,,,,
405,4/17/22 9:31:55 PM,60.604,,,,,
406,4/17/22 9:32:25 PM,60.604,,,,,
407,4/17/22 9:32:55 PM,60.604,,,,,
408,4/17/22 9:33:25 PM,60.604,,,,,
409,4/17/22 9:33:55 PM,60.561,,,,,
410,4/17/22 9:34:25 PM,60.475,,,,,
411,4/17/22 9:34:55 PM,60.432,,,,,
412,4/17/22 9:35:25 PM,60.389,,,,,
413,4/17/22 9:35:55 PM,60.346,,,,,
414,4/17/22 9:36:25 PM,60.260,,,,,
415,4/17/22 9:36:55 PM,60.260,,,,,
416,4/17/22 9:37:25 PM,60.389,,,,,
417,4/17/22 9:37:55 PM,60.432,,,,,
418,4/17/22 9:38:25 PM,60.432,,,,,
419,4/17/22 9:38:55 PM,60.561,,,,,
420,4/17/22 9:39:25 PM,60.647,,,,,
421,4/17/22 9:39:55 PM,60.818,,,,,
422,4/17/22 9:40:25 PM,60.861,,,,,
423,4/17/22 9:40:55 PM,60.904,,,,,
424,4/17/22 9:41:25 PM,60.904,,,,,
425,4/17/22 9:41:55 PM,60.818,,,,,
426,4/17/22 9:42:25 PM,60.775,,,,,
427,4/17/22 9:42:55 PM,60.818,,,,,
428,4/17/22 9:43:25 PM,60.861,,,,,
429,4/17/22 9:43:55 PM,60.904,,,,,
430,4/17/22 9:44:25 PM,60.990,,,,,
431,4/17/22 9:44:55 PM,60.990,,,,,
432,4/17/22 9:45:25 PM,60.947,,,,,
433,4/17/22 9:45:55 PM,60.947,,,,,
434,4/17/22 9:46:25 PM,60.861,,,,,
435,4/17/22 9:46:55 PM,60.818,,,,,
436,4/17/22 9:47:25 PM,60.733,,,,,
