"Plot Title: Experiment "
"#","Time, GMT-07:00","Temp, ¡ÆF","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,4/17/22 6:07:43 PM,62.105,61.805,,,
2,4/17/22 6:08:13 PM,62.191,61.805,,,
3,4/17/22 6:08:43 PM,62.319,61.848,,,
4,4/17/22 6:09:13 PM,62.362,61.891,,,
5,4/17/22 6:09:43 PM,62.319,61.891,,,
6,4/17/22 6:10:13 PM,62.362,61.933,,,
7,4/17/22 6:10:43 PM,62.362,61.976,,,
8,4/17/22 6:11:13 PM,62.362,61.976,,,
9,4/17/22 6:11:43 PM,62.062,61.933,,,
10,4/17/22 6:12:13 PM,61.762,61.976,,,
11,4/17/22 6:12:43 PM,61.762,62.491,,,
12,4/17/22 6:13:13 PM,61.976,62.191,,,
13,4/17/22 6:13:43 PM,62.062,62.191,,,
14,4/17/22 6:14:13 PM,62.105,62.191,,,
15,4/17/22 6:14:43 PM,62.062,77.422,,,
16,4/17/22 6:15:13 PM,62.062,62.062,,,
17,4/17/22 6:15:43 PM,62.019,61.933,,,
18,4/17/22 6:16:13 PM,61.976,61.762,,,
19,4/17/22 6:16:43 PM,62.019,61.548,,,
20,4/17/22 6:17:13 PM,62.019,61.419,,,
21,4/17/22 6:17:43 PM,61.976,61.376,,,
22,4/17/22 6:18:13 PM,61.976,61.333,,,
23,4/17/22 6:18:43 PM,61.976,61.419,,,
24,4/17/22 6:19:13 PM,62.019,61.548,,,
25,4/17/22 6:19:43 PM,62.148,61.633,,,
26,4/17/22 6:20:13 PM,62.191,61.719,,,
27,4/17/22 6:20:43 PM,62.276,61.805,,,
28,4/17/22 6:21:13 PM,62.276,61.805,,,
29,4/17/22 6:21:43 PM,62.233,61.848,,,
30,4/17/22 6:22:13 PM,62.276,61.805,,,
31,4/17/22 6:22:43 PM,62.319,61.848,,,
32,4/17/22 6:23:13 PM,62.362,61.848,,,
33,4/17/22 6:23:43 PM,62.405,61.805,,,
34,4/17/22 6:24:13 PM,62.405,61.805,,,
35,4/17/22 6:24:43 PM,62.319,61.762,,,
36,4/17/22 6:25:13 PM,62.276,61.676,,,
37,4/17/22 6:25:43 PM,62.276,61.633,,,
38,4/17/22 6:26:13 PM,62.362,61.548,,,
39,4/17/22 6:26:43 PM,62.405,61.376,,,
40,4/17/22 6:27:13 PM,62.362,61.290,,,
41,4/17/22 6:27:43 PM,62.319,61.247,,,
42,4/17/22 6:28:13 PM,62.319,61.162,,,
43,4/17/22 6:28:43 PM,62.233,61.119,,,
44,4/17/22 6:29:13 PM,62.319,61.076,,,
45,4/17/22 6:29:43 PM,62.405,61.119,,,
46,4/17/22 6:30:13 PM,62.405,61.247,,,
47,4/17/22 6:30:43 PM,62.405,61.376,,,
48,4/17/22 6:31:13 PM,62.491,61.462,,,
