"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,12/26/21 1:08:32 PM,59.100,,,
2,12/26/21 1:08:37 PM,59.100,,,
3,12/26/21 1:08:42 PM,59.229,,,
4,12/26/21 1:08:47 PM,59.272,,,
5,12/26/21 1:08:52 PM,59.315,,,
6,12/26/21 1:08:57 PM,59.358,,,
7,12/26/21 1:09:02 PM,59.315,,,
8,12/26/21 1:09:07 PM,58.971,,,
9,12/26/21 1:09:12 PM,58.583,,,
10,12/26/21 1:09:17 PM,58.195,,,
11,12/26/21 1:09:22 PM,57.894,,,
12,12/26/21 1:09:27 PM,57.635,,,
13,12/26/21 1:09:32 PM,57.376,,,
14,12/26/21 1:09:37 PM,57.203,,,
15,12/26/21 1:09:42 PM,57.031,,,
16,12/26/21 1:09:47 PM,56.901,,,
17,12/26/21 1:09:52 PM,56.771,,,
18,12/26/21 1:09:57 PM,56.598,,,
19,12/26/21 1:10:02 PM,56.469,,,
20,12/26/21 1:10:07 PM,56.339,,,
21,12/26/21 1:10:12 PM,56.295,,,
22,12/26/21 1:10:17 PM,56.166,,,
23,12/26/21 1:10:22 PM,55.992,,,
24,12/26/21 1:10:27 PM,55.862,,,
25,12/26/21 1:10:32 PM,55.732,,,
26,12/26/21 1:10:37 PM,55.776,,,
27,12/26/21 1:10:42 PM,57.376,,,
28,12/26/21 1:10:47 PM,58.239,,,
29,12/26/21 1:10:52 PM,58.583,,,
30,12/26/21 1:10:57 PM,58.712,,,
31,12/26/21 1:11:02 PM,58.755,,,
32,12/26/21 1:11:07 PM,58.841,,,
33,12/26/21 1:11:12 PM,58.841,,,
34,12/26/21 1:11:17 PM,58.841,,,
35,12/26/21 1:11:22 PM,58.841,,,
36,12/26/21 1:11:27 PM,58.885,,,
37,12/26/21 1:11:32 PM,58.885,,,
38,12/26/21 1:11:37 PM,58.885,,,
39,12/26/21 1:11:42 PM,58.885,,,
40,12/26/21 1:11:47 PM,58.885,,,
41,12/26/21 1:11:52 PM,58.885,,,
42,12/26/21 1:11:57 PM,58.885,,,
43,12/26/21 1:12:02 PM,58.885,,,
44,12/26/21 1:12:07 PM,58.885,,,
45,12/26/21 1:12:12 PM,58.885,,,
46,12/26/21 1:12:17 PM,58.885,,,
47,12/26/21 1:12:22 PM,58.885,,,
48,12/26/21 1:12:27 PM,58.885,,,
49,12/26/21 1:12:32 PM,58.885,,,
50,12/26/21 1:12:37 PM,58.885,,,
51,12/26/21 1:12:42 PM,58.885,,,
52,12/26/21 1:12:47 PM,58.885,,,
53,12/26/21 1:12:52 PM,58.885,,,
54,12/26/21 1:12:57 PM,58.885,,,
55,12/26/21 1:13:02 PM,58.885,,,
56,12/26/21 1:13:07 PM,58.885,,,
57,12/26/21 1:13:12 PM,58.885,,,
58,12/26/21 1:13:17 PM,58.885,,,
59,12/26/21 1:13:22 PM,58.885,,,
60,12/26/21 1:13:27 PM,58.885,,,
61,12/26/21 1:13:32 PM,58.885,,,
62,12/26/21 1:13:37 PM,58.885,,,
63,12/26/21 1:13:42 PM,58.885,,,
64,12/26/21 1:13:47 PM,58.885,,,
65,12/26/21 1:13:52 PM,58.885,,,
66,12/26/21 1:13:57 PM,58.885,,,
67,12/26/21 1:14:02 PM,58.885,,,
68,12/26/21 1:14:07 PM,58.885,,,
69,12/26/21 1:14:12 PM,58.885,,,
70,12/26/21 1:14:17 PM,58.885,,,
71,12/26/21 1:14:22 PM,58.885,,,
72,12/26/21 1:14:27 PM,58.885,,,
73,12/26/21 1:14:32 PM,58.885,,,
74,12/26/21 1:14:37 PM,58.885,,,
75,12/26/21 1:14:42 PM,58.885,,,
76,12/26/21 1:14:47 PM,58.885,,,
77,12/26/21 1:14:52 PM,58.885,,,
78,12/26/21 1:14:57 PM,58.885,,,
79,12/26/21 1:15:02 PM,58.885,,,
80,12/26/21 1:15:07 PM,58.885,,,
81,12/26/21 1:15:12 PM,58.885,,,
82,12/26/21 1:15:17 PM,58.885,,,
83,12/26/21 1:15:22 PM,58.885,,,
84,12/26/21 1:15:27 PM,58.885,,,
85,12/26/21 1:15:32 PM,58.885,,,
86,12/26/21 1:15:37 PM,58.885,,,
87,12/26/21 1:15:42 PM,58.885,,,
88,12/26/21 1:15:47 PM,58.885,,,
89,12/26/21 1:15:52 PM,58.885,,,
90,12/26/21 1:15:57 PM,58.885,,,
91,12/26/21 1:16:02 PM,58.885,,,
92,12/26/21 1:16:07 PM,58.885,,,
93,12/26/21 1:16:12 PM,58.885,,,
94,12/26/21 1:16:17 PM,58.885,,,
95,12/26/21 1:16:22 PM,58.885,,,
96,12/26/21 1:16:27 PM,58.885,,,
97,12/26/21 1:16:32 PM,58.885,,,
98,12/26/21 1:16:37 PM,58.885,,,
99,12/26/21 1:16:42 PM,58.885,,,
100,12/26/21 1:16:47 PM,58.885,,,
101,12/26/21 1:16:52 PM,58.885,,,
102,12/26/21 1:16:57 PM,58.885,,,
