"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,12/26/21 1:06:23 PM,43.991,,,
2,12/26/21 1:06:28 PM,44.173,,,
3,12/26/21 1:06:33 PM,53.951,,,
4,12/26/21 1:06:38 PM,35.297,,,
5,12/26/21 1:06:43 PM,57.678,,,
6,12/26/21 1:06:48 PM,65.530,,,
7,12/26/21 1:06:53 PM,45.760,,,
8,12/26/21 1:06:58 PM,44.946,,,
9,12/26/21 1:07:03 PM,44.537,,,
10,12/26/21 1:07:08 PM,44.582,,,
11,12/26/21 1:07:13 PM,44.719,,,
12,12/26/21 1:07:18 PM,44.491,,,
13,12/26/21 1:07:23 PM,44.628,,,
14,12/26/21 1:07:28 PM,44.764,,,
15,12/26/21 1:07:33 PM,44.719,,,
16,12/26/21 1:07:38 PM,44.537,,,
17,12/26/21 1:07:43 PM,44.537,,,
18,12/26/21 1:07:48 PM,44.810,,,
19,12/26/21 1:07:53 PM,44.719,,,
20,12/26/21 1:07:58 PM,44.855,,,
21,12/26/21 1:08:03 PM,44.855,,,
22,12/26/21 1:08:08 PM,45.036,,,
23,12/26/21 1:08:13 PM,44.764,,,
24,12/26/21 1:08:18 PM,44.855,,,
25,12/26/21 1:08:23 PM,44.900,,,
26,12/26/21 1:08:28 PM,44.991,,,
27,12/26/21 1:08:33 PM,44.900,,,
28,12/26/21 1:08:38 PM,44.764,,,
29,12/26/21 1:08:43 PM,46.571,,,
30,12/26/21 1:08:48 PM,65.744,,,
31,12/26/21 1:08:53 PM,45.670,,,
32,12/26/21 1:08:58 PM,40.532,,,
33,12/26/21 1:09:03 PM,41.832,,,
34,12/26/21 1:09:08 PM,38.511,,,
35,12/26/21 1:09:13 PM,44.946,,,
36,12/26/21 1:09:18 PM,54.212,,,
37,12/26/21 1:09:23 PM,46.481,,,
38,12/26/21 1:09:28 PM,45.941,,,
39,12/26/21 1:09:33 PM,45.895,,,
40,12/26/21 1:09:38 PM,45.399,,,
41,12/26/21 1:09:43 PM,45.489,,,
42,12/26/21 1:09:48 PM,45.534,,,
43,12/26/21 1:09:53 PM,45.670,,,
44,12/26/21 1:09:58 PM,45.308,,,
45,12/26/21 1:10:03 PM,43.899,,,
46,12/26/21 1:10:08 PM,45.715,,,
47,12/26/21 1:10:13 PM,45.353,,,
48,12/26/21 1:10:18 PM,45.263,,,
49,12/26/21 1:10:23 PM,45.172,,,
50,12/26/21 1:10:28 PM,47.602,,,
51,12/26/21 1:10:33 PM,45.489,,,
52,12/26/21 1:10:38 PM,46.256,,,
53,12/26/21 1:10:43 PM,44.991,,,
54,12/26/21 1:10:48 PM,44.991,,,
55,12/26/21 1:10:53 PM,45.308,,,
56,12/26/21 1:10:58 PM,45.399,,,
57,12/26/21 1:11:03 PM,45.218,,,
58,12/26/21 1:11:08 PM,45.172,,,
59,12/26/21 1:11:13 PM,45.127,,,
60,12/26/21 1:11:18 PM,45.127,,,
61,12/26/21 1:11:23 PM,45.036,,,
62,12/26/21 1:11:28 PM,45.127,,,
63,12/26/21 1:11:33 PM,45.263,,,
64,12/26/21 1:11:38 PM,45.353,,,
65,12/26/21 1:11:43 PM,45.218,,,
66,12/26/21 1:11:48 PM,45.218,,,
67,12/26/21 1:11:53 PM,45.172,,,
68,12/26/21 1:11:58 PM,44.991,,,
69,12/26/21 1:12:03 PM,45.036,,,
70,12/26/21 1:12:08 PM,45.218,,,
71,12/26/21 1:12:13 PM,45.036,,,
72,12/26/21 1:12:18 PM,45.127,,,
73,12/26/21 1:12:23 PM,45.172,,,
74,12/26/21 1:12:28 PM,45.127,,,
75,12/26/21 1:12:33 PM,45.082,,,
76,12/26/21 1:12:38 PM,45.036,,,
77,12/26/21 1:12:43 PM,44.855,,,
78,12/26/21 1:12:48 PM,44.991,,,
79,12/26/21 1:12:53 PM,44.810,,,
80,12/26/21 1:12:58 PM,45.036,,,
81,12/26/21 1:13:03 PM,44.946,,,
82,12/26/21 1:13:08 PM,44.900,,,
83,12/26/21 1:13:13 PM,45.082,,,
84,12/26/21 1:13:18 PM,44.946,,,
85,12/26/21 1:13:23 PM,44.810,,,
86,12/26/21 1:13:28 PM,44.946,,,
87,12/26/21 1:13:33 PM,44.946,,,
88,12/26/21 1:13:38 PM,44.991,,,
89,12/26/21 1:13:43 PM,45.036,,,
90,12/26/21 1:13:48 PM,45.036,,,
91,12/26/21 1:13:53 PM,44.900,,,
92,12/26/21 1:13:58 PM,44.855,,,
93,12/26/21 1:14:03 PM,44.900,,,
94,12/26/21 1:14:08 PM,44.991,,,
95,12/26/21 1:14:13 PM,45.082,,,
96,12/26/21 1:14:18 PM,45.036,,,
97,12/26/21 1:14:23 PM,44.673,,,
98,12/26/21 1:14:28 PM,44.991,,,
99,12/26/21 1:14:33 PM,44.900,,,
100,12/26/21 1:14:38 PM,44.764,,,
101,12/26/21 1:14:43 PM,44.764,,,
102,12/26/21 1:14:48 PM,44.900,,,
103,12/26/21 1:14:53 PM,44.810,,,
104,12/26/21 1:14:58 PM,44.946,,,
105,12/26/21 1:15:03 PM,44.946,,,
106,12/26/21 1:15:08 PM,44.900,,,
107,12/26/21 1:15:13 PM,44.810,,,
108,12/26/21 1:15:18 PM,44.764,,,
109,12/26/21 1:15:23 PM,44.810,,,
110,12/26/21 1:15:28 PM,44.719,,,
111,12/26/21 1:15:33 PM,44.810,,,
112,12/26/21 1:15:38 PM,44.900,,,
113,12/26/21 1:15:43 PM,44.764,,,
114,12/26/21 1:15:48 PM,44.810,,,
115,12/26/21 1:15:53 PM,44.719,,,
116,12/26/21 1:15:58 PM,44.628,,,
117,12/26/21 1:16:03 PM,44.764,,,
118,12/26/21 1:16:08 PM,44.764,,,
