"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Host Connected","Stopped","End Of File"
1,2/12/22 2:03:03 PM,66.900,,,
2,2/12/22 2:03:33 PM,66.557,,,
3,2/12/22 2:04:03 PM,65.744,,,
4,2/12/22 2:04:33 PM,65.273,,,
5,2/12/22 2:05:03 PM,64.931,,,
6,2/12/22 2:05:33 PM,64.460,,,
7,2/12/22 2:06:03 PM,64.203,,,
8,2/12/22 2:06:33 PM,64.032,,,
9,2/12/22 2:07:03 PM,63.861,,,
10,2/12/22 2:07:33 PM,63.690,,,
11,2/12/22 2:08:03 PM,63.518,,,
12,2/12/22 2:08:33 PM,63.476,,,
13,2/12/22 2:09:03 PM,63.433,,,
14,2/12/22 2:09:33 PM,63.347,,,
15,2/12/22 2:10:03 PM,63.219,,,
16,2/12/22 2:10:33 PM,63.176,,,
17,2/12/22 2:11:03 PM,63.090,,,
18,2/12/22 2:11:33 PM,63.005,,,
19,2/12/22 2:12:03 PM,62.919,,,
20,2/12/22 2:12:33 PM,62.662,,,
21,2/12/22 2:13:03 PM,62.448,,,
22,2/12/22 2:13:33 PM,62.233,,,
23,2/12/22 2:14:03 PM,62.062,,,
24,2/12/22 2:14:33 PM,61.848,,,
25,2/12/22 2:15:03 PM,61.805,,,
26,2/12/22 2:15:33 PM,61.719,,,
27,2/12/22 2:16:03 PM,61.676,,,
28,2/12/22 2:16:33 PM,61.676,,,
29,2/12/22 2:17:03 PM,61.590,,,
30,2/12/22 2:17:33 PM,61.462,,,
31,2/12/22 2:18:03 PM,61.462,,,
32,2/12/22 2:18:33 PM,61.376,,,
33,2/12/22 2:19:03 PM,61.333,,,
34,2/12/22 2:19:33 PM,61.333,,,
35,2/12/22 2:20:03 PM,61.290,,,
36,2/12/22 2:20:33 PM,61.204,,,
37,2/12/22 2:21:03 PM,61.204,,,
38,2/12/22 2:21:33 PM,61.204,,,
39,2/12/22 2:22:03 PM,61.162,,,
40,2/12/22 2:22:33 PM,61.119,,,
41,2/12/22 2:23:03 PM,61.119,,,
42,2/12/22 2:23:33 PM,61.033,,,
43,2/12/22 2:24:03 PM,61.033,,,
44,2/12/22 2:24:33 PM,61.033,,,
45,2/12/22 2:25:03 PM,60.990,,,
46,2/12/22 2:25:33 PM,60.947,,,
47,2/12/22 2:26:03 PM,60.904,,,
48,2/12/22 2:26:33 PM,60.947,,,
49,2/12/22 2:27:03 PM,60.904,,,
50,2/12/22 2:27:33 PM,60.775,,,
51,2/12/22 2:28:03 PM,60.775,,,
52,2/12/22 2:28:33 PM,60.733,,,
53,2/12/22 2:29:03 PM,60.690,,,
54,2/12/22 2:29:33 PM,60.647,,,
55,2/12/22 2:30:03 PM,60.647,,,
56,2/12/22 2:30:33 PM,60.690,,,
57,2/12/22 2:31:03 PM,60.733,,,
58,2/12/22 2:31:33 PM,60.690,,,
59,2/12/22 2:32:03 PM,60.690,,,
60,2/12/22 2:32:33 PM,60.733,,,
61,2/12/22 2:33:03 PM,60.775,,,
62,2/12/22 2:33:33 PM,60.775,,,
63,2/12/22 2:34:03 PM,60.818,,,
64,2/12/22 2:34:33 PM,60.861,,,
65,2/12/22 2:35:03 PM,60.861,,,
66,2/12/22 2:35:33 PM,60.904,,,
67,2/12/22 2:36:03 PM,60.861,,,
68,2/12/22 2:36:33 PM,60.861,,,
69,2/12/22 2:37:03 PM,60.818,,,
70,2/12/22 2:37:33 PM,60.775,,,
71,2/12/22 2:38:03 PM,60.733,,,
72,2/12/22 2:38:33 PM,60.775,,,
73,2/12/22 2:39:03 PM,60.733,,,
74,2/12/22 2:39:33 PM,60.690,,,
75,2/12/22 2:40:03 PM,60.647,,,
76,2/12/22 2:40:33 PM,60.604,,,
77,2/12/22 2:41:03 PM,60.561,,,
78,2/12/22 2:41:33 PM,60.604,,,
79,2/12/22 2:42:03 PM,60.690,,,
80,2/12/22 2:42:33 PM,60.733,,,
81,2/12/22 2:43:03 PM,60.733,,,
82,2/12/22 2:43:33 PM,60.733,,,
83,2/12/22 2:44:03 PM,60.775,,,
84,2/12/22 2:44:33 PM,60.775,,,
85,2/12/22 2:45:03 PM,60.775,,,
86,2/12/22 2:45:33 PM,60.733,,,
87,2/12/22 2:46:03 PM,60.775,,,
88,2/12/22 2:46:33 PM,60.861,,,
89,2/12/22 2:47:03 PM,60.818,,,
90,2/12/22 2:47:33 PM,60.775,,,
91,2/12/22 2:48:03 PM,60.690,,,
92,2/12/22 2:48:33 PM,60.647,,,
93,2/12/22 2:49:03 PM,60.604,,,
94,2/12/22 2:49:33 PM,60.604,,,
95,2/12/22 2:50:03 PM,60.604,,,
96,2/12/22 2:50:33 PM,60.647,,,
97,2/12/22 2:51:03 PM,60.647,,,
98,2/12/22 2:51:33 PM,60.690,,,
99,2/12/22 2:52:03 PM,60.733,,,
100,2/12/22 2:52:33 PM,60.775,,,
101,2/12/22 2:53:03 PM,60.775,,,
102,2/12/22 2:53:33 PM,60.818,,,
103,2/12/22 2:54:03 PM,60.818,,,
104,2/12/22 2:54:33 PM,60.861,,,
105,2/12/22 2:55:03 PM,60.818,,,
106,2/12/22 2:55:33 PM,60.775,,,
107,2/12/22 2:56:03 PM,60.690,,,
108,2/12/22 2:56:33 PM,60.647,,,
109,2/12/22 2:57:03 PM,60.604,,,
110,2/12/22 2:57:33 PM,60.561,,,
111,2/12/22 2:58:03 PM,60.561,,,
112,2/12/22 2:58:33 PM,60.561,,,
113,2/12/22 2:59:03 PM,60.518,,,
114,2/12/22 2:59:33 PM,60.647,,,
115,2/12/22 3:00:03 PM,60.604,,,
116,2/12/22 3:00:33 PM,60.561,,,
117,2/12/22 3:01:03 PM,60.647,,,
118,2/12/22 3:01:33 PM,60.733,,,
