"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Temp, ¡ÆF","End Of File"
1,1/26/22 2:10:01 PM,82.263,84.946,
2,1/26/22 2:10:31 PM,81.997,84.766,
3,1/26/22 2:11:01 PM,81.465,84.676,
4,1/26/22 2:11:31 PM,81.642,84.631,
5,1/26/22 2:12:01 PM,81.731,84.542,
6,1/26/22 2:12:31 PM,82.263,84.452,
7,1/26/22 2:13:01 PM,82.308,84.317,
8,1/26/22 2:13:31 PM,82.175,84.272,
9,1/26/22 2:14:01 PM,49.294,83.959,
10,1/26/22 2:14:31 PM,79.304,83.824,
11,1/26/22 2:15:01 PM,79.656,83.690,
12,1/26/22 2:15:31 PM,80.316,83.511,
13,1/26/22 2:16:01 PM,80.184,83.377,
14,1/26/22 2:16:31 PM,80.052,83.288,
15,1/26/22 2:17:01 PM,80.096,83.243,
16,1/26/22 2:17:31 PM,80.272,83.154,
17,1/26/22 2:18:01 PM,80.581,83.109,
18,1/26/22 2:18:31 PM,79.656,83.065,
19,1/26/22 2:19:01 PM,80.581,83.020,
20,1/26/22 2:19:31 PM,79.832,82.976,
21,1/26/22 2:20:01 PM,78.427,82.976,
22,1/26/22 2:20:31 PM,78.646,82.976,
23,1/26/22 2:21:01 PM,80.757,82.976,
24,1/26/22 2:21:31 PM,79.524,82.931,
25,1/26/22 2:22:01 PM,75.594,82.842,
26,1/26/22 2:22:31 PM,71.533,82.842,
27,1/26/22 2:23:01 PM,70.931,82.886,
28,1/26/22 2:23:31 PM,71.189,82.842,
29,1/26/22 2:24:01 PM,69.814,82.842,
30,1/26/22 2:24:31 PM,69.428,82.797,
31,1/26/22 2:25:01 PM,69.128,82.753,
32,1/26/22 2:25:31 PM,69.085,82.753,
33,1/26/22 2:26:01 PM,69.342,82.753,
34,1/26/22 2:26:31 PM,69.428,82.753,
35,1/26/22 2:27:01 PM,69.342,82.753,
36,1/26/22 2:27:31 PM,69.257,82.753,
37,1/26/22 2:28:01 PM,68.356,82.753,
38,1/26/22 2:28:31 PM,67.542,82.753,
39,1/26/22 2:29:01 PM,67.885,82.797,
40,1/26/22 2:29:31 PM,67.799,82.842,
41,1/26/22 2:30:01 PM,68.056,82.842,
42,1/26/22 2:30:31 PM,68.271,82.842,
43,1/26/22 2:31:01 PM,82.308,82.797,
44,1/26/22 2:31:31 PM,82.308,82.797,
45,1/26/22 2:32:01 PM,82.308,82.842,
46,1/26/22 2:32:31 PM,82.352,82.842,
47,1/26/22 2:33:01 PM,82.397,82.797,
48,1/26/22 2:33:31 PM,82.397,82.797,
49,1/26/22 2:34:01 PM,82.308,82.797,
50,1/26/22 2:34:31 PM,82.308,82.753,
51,1/26/22 2:35:01 PM,82.308,82.797,
52,1/26/22 2:35:31 PM,82.308,82.797,
53,1/26/22 2:36:01 PM,82.219,82.797,
54,1/26/22 2:36:31 PM,82.219,82.753,
55,1/26/22 2:37:01 PM,82.175,82.708,
56,1/26/22 2:37:31 PM,82.175,82.664,
57,1/26/22 2:38:01 PM,82.175,82.708,
58,1/26/22 2:38:31 PM,82.175,82.708,
59,1/26/22 2:39:01 PM,82.219,82.753,
60,1/26/22 2:39:31 PM,82.263,82.753,
61,1/26/22 2:40:01 PM,82.263,82.753,
62,1/26/22 2:40:31 PM,82.308,82.797,
63,1/26/22 2:41:01 PM,82.308,82.797,
64,1/26/22 2:41:31 PM,82.308,82.797,
65,1/26/22 2:42:01 PM,82.263,82.753,
66,1/26/22 2:42:31 PM,82.263,82.753,
67,1/26/22 2:43:01 PM,82.263,82.753,
68,1/26/22 2:43:31 PM,82.263,82.753,
69,1/26/22 2:44:01 PM,82.263,82.753,
70,1/26/22 2:44:31 PM,82.263,82.708,
71,1/26/22 2:45:01 PM,82.308,82.753,
72,1/26/22 2:45:31 PM,82.308,82.753,
73,1/26/22 2:46:01 PM,82.219,82.753,
74,1/26/22 2:46:31 PM,82.175,82.797,
75,1/26/22 2:47:01 PM,82.219,82.797,
76,1/26/22 2:47:31 PM,82.219,82.797,
77,1/26/22 2:48:01 PM,82.175,82.842,
78,1/26/22 2:48:31 PM,82.175,82.842,
79,1/26/22 2:49:01 PM,82.175,82.842,
80,1/26/22 2:49:31 PM,82.219,82.886,
81,1/26/22 2:50:01 PM,82.175,82.886,
82,1/26/22 2:50:31 PM,82.041,82.842,
83,1/26/22 2:51:01 PM,81.953,82.708,
84,1/26/22 2:51:31 PM,81.953,82.664,
85,1/26/22 2:52:01 PM,81.997,82.575,
86,1/26/22 2:52:31 PM,82.041,82.575,
87,1/26/22 2:53:01 PM,82.041,82.619,
88,1/26/22 2:53:31 PM,82.086,82.664,
89,1/26/22 2:54:01 PM,82.130,82.619,
90,1/26/22 2:54:31 PM,82.130,82.664,
91,1/26/22 2:55:01 PM,82.130,82.664,
92,1/26/22 2:55:31 PM,82.175,82.753,
93,1/26/22 2:56:01 PM,82.130,82.753,
94,1/26/22 2:56:31 PM,82.130,82.797,
95,1/26/22 2:57:01 PM,82.086,82.842,
96,1/26/22 2:57:31 PM,82.086,82.842,
97,1/26/22 2:58:01 PM,82.130,82.931,
98,1/26/22 2:58:31 PM,82.086,82.931,
99,1/26/22 2:59:01 PM,82.130,82.931,
100,1/26/22 2:59:31 PM,82.086,82.931,
101,1/26/22 3:00:01 PM,82.086,82.931,
102,1/26/22 3:00:31 PM,82.086,82.842,
103,1/26/22 3:01:01 PM,82.130,82.797,
104,1/26/22 3:01:31 PM,82.130,82.797,
105,1/26/22 3:02:01 PM,82.130,82.797,
106,1/26/22 3:02:31 PM,82.130,82.797,
107,1/26/22 3:03:01 PM,82.086,82.797,
108,1/26/22 3:03:31 PM,82.086,82.797,
109,1/26/22 3:04:01 PM,82.086,82.797,
110,1/26/22 3:04:31 PM,82.086,82.753,
111,1/26/22 3:05:01 PM,82.086,82.797,
112,1/26/22 3:05:31 PM,82.086,82.797,
113,1/26/22 3:06:01 PM,82.086,82.842,
114,1/26/22 3:06:31 PM,82.086,82.797,
115,1/26/22 3:07:01 PM,81.997,82.797,
116,1/26/22 3:07:31 PM,81.997,82.753,
117,1/26/22 3:08:01 PM,81.997,82.753,
118,1/26/22 3:08:31 PM,81.997,82.753,
119,1/26/22 3:09:01 PM,81.997,82.753,
120,1/26/22 3:09:31 PM,81.997,82.797,
121,1/26/22 3:10:01 PM,81.997,82.797,
122,1/26/22 3:10:31 PM,81.953,82.797,
123,1/26/22 3:11:01 PM,81.953,82.797,
124,1/26/22 3:11:31 PM,81.953,82.842,
125,1/26/22 3:12:01 PM,81.953,82.842,
126,1/26/22 3:12:31 PM,81.953,82.797,
127,1/26/22 3:13:01 PM,81.997,82.842,
128,1/26/22 3:13:31 PM,81.953,82.886,
129,1/26/22 3:14:01 PM,81.997,82.931,
130,1/26/22 3:14:31 PM,81.953,82.931,
131,1/26/22 3:15:01 PM,81.953,83.020,
132,1/26/22 3:15:31 PM,81.908,82.976,
133,1/26/22 3:16:01 PM,81.819,82.886,
134,1/26/22 3:16:31 PM,81.775,82.797,
135,1/26/22 3:17:01 PM,81.819,82.753,
136,1/26/22 3:17:31 PM,81.775,82.797,
137,1/26/22 3:18:01 PM,81.731,82.842,
138,1/26/22 3:18:31 PM,81.686,82.797,
139,1/26/22 3:19:01 PM,81.642,82.797,
140,1/26/22 3:19:31 PM,81.642,82.797,
141,1/26/22 3:20:01 PM,81.598,82.797,
142,1/26/22 3:20:31 PM,81.288,82.797,
143,1/26/22 3:21:01 PM,70.329,82.797,
144,1/26/22 3:21:31 PM,71.877,82.753,
145,1/26/22 3:22:01 PM,70.888,82.797,
146,1/26/22 3:22:31 PM,70.029,82.842,
147,1/26/22 3:23:01 PM,70.029,82.886,
148,1/26/22 3:23:31 PM,70.201,82.886,
149,1/26/22 3:24:01 PM,70.029,82.931,
150,1/26/22 3:24:31 PM,70.244,82.886,
151,1/26/22 3:25:01 PM,69.471,82.842,
152,1/26/22 3:25:31 PM,69.600,82.842,
153,1/26/22 3:26:01 PM,69.771,82.842,
154,1/26/22 3:26:31 PM,69.900,82.842,
155,1/26/22 3:27:01 PM,68.056,82.797,
156,1/26/22 3:27:31 PM,82.130,82.931,
157,1/26/22 3:28:01 PM,82.708,82.976,
158,1/26/22 3:28:31 PM,82.753,83.065,
159,1/26/22 3:29:01 PM,82.797,83.109,
160,1/26/22 3:29:31 PM,82.842,83.065,
161,1/26/22 3:30:01 PM,82.886,83.109,
162,1/26/22 3:30:31 PM,82.886,83.109,
163,1/26/22 3:31:01 PM,82.931,83.109,
164,1/26/22 3:31:31 PM,82.931,83.109,
165,1/26/22 3:32:01 PM,82.931,83.109,
166,1/26/22 3:32:31 PM,82.931,83.065,
167,1/26/22 3:33:01 PM,82.931,83.020,
168,1/26/22 3:33:31 PM,77.378,82.976,
169,1/26/22 3:34:01 PM,83.824,83.065,
170,1/26/22 3:34:31 PM,83.735,83.020,
171,1/26/22 3:35:01 PM,83.735,83.065,
172,1/26/22 3:35:31 PM,83.735,83.109,
173,1/26/22 3:36:01 PM,83.735,83.154,
174,1/26/22 3:36:31 PM,83.556,83.199,
175,1/26/22 3:37:01 PM,83.467,83.243,
176,1/26/22 3:37:31 PM,83.422,83.154,
177,1/26/22 3:38:01 PM,83.333,83.199,
178,1/26/22 3:38:31 PM,83.288,83.154,
179,1/26/22 3:39:01 PM,83.243,83.154,
180,1/26/22 3:39:31 PM,83.377,83.288,
181,1/26/22 3:40:01 PM,83.422,83.333,
182,1/26/22 3:40:31 PM,83.422,83.601,
183,1/26/22 3:41:01 PM,83.511,83.645,
184,1/26/22 3:41:31 PM,83.467,83.556,
185,1/26/22 3:42:01 PM,83.377,83.467,
186,1/26/22 3:42:31 PM,83.377,83.422,
187,1/26/22 3:43:01 PM,83.377,83.377,
188,1/26/22 3:43:31 PM,83.377,83.288,
189,1/26/22 3:44:01 PM,83.333,83.288,
190,1/26/22 3:44:31 PM,83.377,83.333,
191,1/26/22 3:45:01 PM,83.377,83.288,
192,1/26/22 3:45:31 PM,83.422,83.199,
193,1/26/22 3:46:01 PM,83.556,83.154,
194,1/26/22 3:46:31 PM,83.556,83.154,
195,1/26/22 3:47:01 PM,83.467,83.199,
196,1/26/22 3:47:31 PM,83.422,83.065,
197,1/26/22 3:48:01 PM,83.377,82.931,
198,1/26/22 3:48:31 PM,83.377,82.931,
199,1/26/22 3:49:01 PM,83.333,82.886,
200,1/26/22 3:49:31 PM,83.333,82.931,
201,1/26/22 3:50:01 PM,83.377,82.886,
202,1/26/22 3:50:31 PM,83.422,82.976,
203,1/26/22 3:51:01 PM,83.377,83.065,
204,1/26/22 3:51:31 PM,83.422,83.065,
205,1/26/22 3:52:01 PM,83.467,83.020,
206,1/26/22 3:52:31 PM,83.422,83.109,
207,1/26/22 3:53:01 PM,83.422,83.199,
208,1/26/22 3:53:31 PM,83.467,83.288,
209,1/26/22 3:54:01 PM,83.467,83.333,
210,1/26/22 3:54:31 PM,83.511,83.333,
211,1/26/22 3:55:01 PM,83.511,83.377,
212,1/26/22 3:55:31 PM,83.467,83.467,
213,1/26/22 3:56:01 PM,83.556,83.511,
214,1/26/22 3:56:31 PM,83.556,83.422,
215,1/26/22 3:57:01 PM,83.422,83.243,
216,1/26/22 3:57:31 PM,83.288,83.288,
217,1/26/22 3:58:01 PM,83.377,83.199,
218,1/26/22 3:58:31 PM,83.422,83.243,
219,1/26/22 3:59:01 PM,83.467,83.154,
220,1/26/22 3:59:31 PM,83.422,83.154,
221,1/26/22 4:00:01 PM,83.422,83.154,
222,1/26/22 4:00:31 PM,83.422,83.109,
223,1/26/22 4:01:01 PM,83.422,83.109,
224,1/26/22 4:01:31 PM,83.333,83.154,
225,1/26/22 4:02:01 PM,83.243,82.976,
226,1/26/22 4:02:31 PM,83.199,82.976,
227,1/26/22 4:03:01 PM,83.199,82.976,
228,1/26/22 4:03:31 PM,83.377,82.886,
229,1/26/22 4:04:01 PM,83.333,82.842,
230,1/26/22 4:04:31 PM,83.288,82.886,
231,1/26/22 4:05:01 PM,83.422,82.842,
232,1/26/22 4:05:31 PM,83.467,82.931,
233,1/26/22 4:06:01 PM,83.422,82.886,
234,1/26/22 4:06:31 PM,83.377,82.886,
235,1/26/22 4:07:01 PM,83.288,82.842,
236,1/26/22 4:07:31 PM,83.243,82.931,
237,1/26/22 4:08:01 PM,83.288,82.886,
238,1/26/22 4:08:31 PM,83.377,82.842,
239,1/26/22 4:09:01 PM,83.422,82.886,
240,1/26/22 4:09:31 PM,83.422,83.020,
241,1/26/22 4:10:01 PM,83.422,83.154,
242,1/26/22 4:10:31 PM,83.422,83.243,
243,1/26/22 4:11:01 PM,83.288,83.154,
244,1/26/22 4:11:31 PM,83.243,83.020,
245,1/26/22 4:12:01 PM,83.288,83.020,
246,1/26/22 4:12:31 PM,83.377,83.020,
247,1/26/22 4:13:01 PM,83.422,82.976,
248,1/26/22 4:13:31 PM,83.377,83.199,
249,1/26/22 4:14:01 PM,83.288,83.109,
250,1/26/22 4:14:31 PM,83.243,83.154,
251,1/26/22 4:15:01 PM,83.288,83.065,
252,1/26/22 4:15:31 PM,83.288,83.020,
253,1/26/22 4:16:01 PM,83.333,83.065,
254,1/26/22 4:16:31 PM,83.377,83.065,
255,1/26/22 4:17:01 PM,83.377,83.065,
256,1/26/22 4:17:31 PM,83.377,83.065,
257,1/26/22 4:18:01 PM,83.377,83.065,
258,1/26/22 4:18:31 PM,83.422,83.109,
259,1/26/22 4:19:01 PM,83.377,83.065,
260,1/26/22 4:19:31 PM,83.288,82.976,
261,1/26/22 4:20:01 PM,83.377,82.931,
262,1/26/22 4:20:31 PM,83.422,82.931,
263,1/26/22 4:21:01 PM,83.467,82.931,
264,1/26/22 4:21:31 PM,83.422,82.931,
265,1/26/22 4:22:01 PM,83.288,82.931,
266,1/26/22 4:22:31 PM,83.243,82.931,
267,1/26/22 4:23:01 PM,83.288,82.931,
268,1/26/22 4:23:31 PM,83.243,82.976,
269,1/26/22 4:24:01 PM,83.288,82.976,
270,1/26/22 4:24:31 PM,83.243,83.020,
271,1/26/22 4:25:01 PM,83.199,83.020,
272,1/26/22 4:25:31 PM,83.199,82.931,
273,1/26/22 4:26:01 PM,83.199,82.976,
274,1/26/22 4:26:31 PM,83.243,82.976,
275,1/26/22 4:27:01 PM,83.288,82.886,
276,1/26/22 4:27:31 PM,83.377,82.886,
277,1/26/22 4:28:01 PM,83.288,82.886,
278,1/26/22 4:28:31 PM,83.288,82.842,
279,1/26/22 4:29:01 PM,83.243,82.842,
280,1/26/22 4:29:31 PM,83.333,82.886,
281,1/26/22 4:30:01 PM,83.333,82.931,
282,1/26/22 4:30:31 PM,83.333,83.109,
283,1/26/22 4:31:01 PM,83.333,83.154,
284,1/26/22 4:31:31 PM,83.377,83.109,
285,1/26/22 4:32:01 PM,83.333,83.065,
286,1/26/22 4:32:31 PM,83.377,83.020,
287,1/26/22 4:33:01 PM,83.377,82.976,
288,1/26/22 4:33:31 PM,83.377,83.020,
289,1/26/22 4:34:01 PM,83.288,82.931,
290,1/26/22 4:34:31 PM,83.288,82.931,
291,1/26/22 4:35:01 PM,83.333,82.931,
292,1/26/22 4:35:31 PM,83.333,82.931,
293,1/26/22 4:36:01 PM,83.422,83.020,
294,1/26/22 4:36:31 PM,83.377,83.109,
295,1/26/22 4:37:01 PM,83.377,83.065,
296,1/26/22 4:37:31 PM,83.377,83.020,
297,1/26/22 4:38:01 PM,83.333,82.976,
298,1/26/22 4:38:31 PM,83.377,82.931,
299,1/26/22 4:39:01 PM,83.377,82.931,
300,1/26/22 4:39:31 PM,83.333,83.020,
301,1/26/22 4:40:01 PM,83.243,83.109,
302,1/26/22 4:40:31 PM,83.243,83.109,
303,1/26/22 4:41:01 PM,83.288,83.109,
304,1/26/22 4:41:31 PM,83.333,83.020,
305,1/26/22 4:42:01 PM,83.377,83.020,
306,1/26/22 4:42:31 PM,83.422,83.020,
307,1/26/22 4:43:01 PM,83.333,82.931,
308,1/26/22 4:43:31 PM,83.288,82.842,
309,1/26/22 4:44:01 PM,83.333,82.842,
310,1/26/22 4:44:31 PM,83.422,82.886,
311,1/26/22 4:45:01 PM,83.377,82.931,
312,1/26/22 4:45:31 PM,83.422,83.020,
313,1/26/22 4:46:01 PM,83.377,82.976,
314,1/26/22 4:46:31 PM,83.333,82.931,
315,1/26/22 4:47:01 PM,83.377,82.886,
